interaction_type,event,target_text,response_text,label
Quote,Santa Fe Shooting,The FBI has obtained secret wiretaps collected by Spanish police of conversations involving Alexander Torshin the Putin ally who met Don Jr at the NRA convention Yahoo reports A top Spanish prosecutor said “Mr Trump’s son should be concerned” ,“It’s disgusting It’s so phony” — Donald Trump Jr in 2016 on Hillary’s campaign manager saying that the Russians were trying to help his dad win ,6
Reply,Santa Fe Shooting,Unlike what the Failing and Corrupt New York Times would like people to believe there is ZERO disagreement within the Trump Administration as to how to deal with North Koreaand if there was it wouldn’t matter The nytimes has called me wrong right from the beginning ,,1
Quote,Santa Fe Shooting,Court documents allege a 21yearold Ohio man threatened to carry out a school shooting because his 14yearold girlfriend was being bullied at her junior high school ,there’s so much wrong here idk where to start ,6
Quote,Santa Fe Shooting,✅ An armed citizen saved multiple lives last night in ok c . We hope this serves as a wakeup call for GovMaryFallin who just two weeks ago vetoed a constitutional carry bill Just another example of how the best way to stop a bad guy with a gun is a good guy with a gun 2 a ,Ahem security guard Not a private citizen You think people are not paying attention so you can lie ,1
Quote,Santa Fe Shooting,Less than 24 hours after another school shooting the NRA was looking to sign up more members in the stunned community ,What is wrong with you nra Why are responsible reasonable gun owners still supporting this crap ,5
Reply,Santa Fe Shooting,After Parkland student activist David Hogg called to protest the grocery chain for its support of a proNRA candidate Publix suspends political contributions ,CNNPolitics This anti American BS from Hogg and CNN is why NRA membership and Trump approval ratings are at an all time high You libs are anti American globalist puppets and don’t even know it ,1
Reply,Santa Fe Shooting,id like to read about a problem with FACTS and credible sources not hysterical hateful political drones ,therealroseanne Perfect example of hysteria in place of facts the mistaken notion that school shootings are commonplace when in reality a teen student has a 114 million to 1 chance of dying in a school shooting Meanwhile 3000 teens A YEAR die from texting and driving ,6
Reply,Santa Fe Shooting,Florida is home to millions of brave men and women who have served and currently serve our great nation in the military When people don’t stand for the National Anthem it is disrespectful to those who have sacrificed and paid the ultimate price for our freedom ,adamputnam What is WRONG with you Sellout to NRA and sellout to republican dogma Not going to work this year I thought you were better than this ,1
Quote,Santa Fe Shooting,Remeber a time when there wasnt a school shooting every week I dont because I wasnt alive ,More Fake News Even if you include CNN reports of BB gun shootings ,1
Quote,Santa Fe Shooting,Noblesville students protest next to NRA recruitment tent after Fridays school shooting ,Parenting you are going it wrong ,6
Quote,Santa Fe Shooting,These crosses represent each victim killed in the Santa Fe High School shooting Retired carpenter Greg Zanis has been placing such memorials at scenes of mass murders for 20 years ,😔😔 Again The campaign will go nowhere when the NRA has such a stranglehold on legislators and there is no change to laws that allow assault weapons as part of private arsenals ,6
Reply,Santa Fe Shooting,FuckTheNRA NRA Youre mistaken ,,1
Quote,Santa Fe Shooting,The future is looking shaky for the long running tRump crime family maga you backed the wrong horse and allowing yourself to be so duped you will be hurt vitally by the policies your scorched earth idol enacted ,,6
Reply,Santa Fe Shooting,Anyone who supports an NRA sellout is an NRA sellout That is why I am calling on everyone to stop shopping at Publix until they pull their endorsement of Putnam publicly Publix is supporting the inaction after pulse strozier Douglas liberty city Don’t support an NRA sellout ,davidhogg111 noone committing these crimes is associated with the NRAwhat is wrong with your thought pattern that you deem an organization devoted responsible gun ownership and proper training and community with these heinous acts the fact is these people are insane and so are you ,1
Reply,Santa Fe Shooting,By his own admission the city of HoustonTX needs to keep a leash on its police chief with the threats he made on DLoesch Perhaps it’s time they got a new one His job to enforce the laws and not spend taxpayers money trying to railroad someone ,fben2nd HoustonTX DLoesch Agree with your statement anyone who disagrees with the NRA is wrong and is un American Have opinions other than what is directed by our government is a crime and needs to be stopped ,2
Reply,Santa Fe Shooting,davidhogg111 NRA realDonaldTrump Because he is a liar ,,6
Reply,Santa Fe Shooting,Valve Corporation Do not Launch Active Shooter a School Shooter Video Game Sign the Petition via Change ,mjfree Change WTH is wrong with this country that we even have to sign a petition saying this is wrong How can Valve even consider making a ‘game’ about a school shooting It is unconscionable ,3
Reply,Santa Fe Shooting,davidhogg111 NRA realDonaldTrump Trump is just a liar simple fact He needs to be voted out Cannot change the mind of anyone who received money from NRA Continue the good work Millennials will change the status quo ,,4
Quote,Santa Fe Shooting,THIS IS DISGUSTING Valve Corporation of Bellevue is launching a video game on June 6th that’s a school shooting simulator Everyone that cares about school amp public safety should be OUTRAGED Sign this petition to DEMAND the game isn’t launched ,This is absolutely disgusting and completely wrong ,4
Quote,Santa Fe Shooting,False choice ,,1
Quote,Santa Fe Shooting,We should all tweet ”Why didn’t you ban bumpstocks and raise the age to purchase firearm to 21 when you said you would Are you afraid of the NRA” on every realDonaldTrump tweet from now on ,I agree Everyone should tweet to realDonaldTrump amp candidates when they are lying Do the research amp find out the truth ,4
Quote,Student Marches,Let’s say YOU HAD FAKE “PAID FOR BY SOROS DUMS amp RHINOS” people marching What a joke Why don’t you march to end terrorists yah know the “ones” killing the innocent BORN already ,,1
Quote,Student Marches,My generation isnt just a bunch of brainwashed liberal zombies I am a student an NRA member and I support the 2nd Amendment for the very reasons the media amp left has made Conservatives amp students refugees in our own country march for our lives naomi w adler saturday morning ,Laughing my ass off you trumpsters can keep selling this brainwashed bullshit and making these serial killer as videos but it wont stop these kids from taking the nra down never again march for our lives dc march for our lives ,1
Reply,Student Marches,‘Done Hiding’ Students Lead Huge Rallies for Gun Control Across the US ,nytimes Leftists socialist communistfake liberals democrats gang of sour grapes bad losers from women s march to march for our lives to anti fa . . . Leftists always only protests all over the world CNN NBCNews washingtonpost promoting leftists democrats ,6
Quote,Student Marches,Oh uncle Joe march for our lives ,Oh what a trio probably fake buttoo close to the truth ,1
Quote,Student Marches,cnn march for our lives When an ideology resorts to exploitation of slaughtered and easily deluded children to advance their agenda the agenda is without merit Childrenexploiting failed ideology almost always devolves into violence against opponents if not stopped first ,Its the leftists who act like Nazis not Trump Lies misinformation racism against white peopleall designed to divide and conquer NOT help people of color or anyone else Elites only want power and all resources nothing more or less ,6
Quote,Student Marches,HA The hatemongering holsterlicking liar who posted the Photoshop of Emma has had her account suspended ,,6
Quote,Student Marches,To the people of the World We The People of the US appreciate your support and the march for our lives events you held in support Six Continents and over 800 Cities worldwide All this support coming from countries who have FAR FEWER gun deaths per year You ROCK ,You Rock too Aunt Crabby keep calling bullshit there is a hell of a lot of it around ,4
Quote,Student Marches,Reading realDonaldTrump’s tweets and they just don’t have their usual effect The march for our lives makes him seem even smaller today Seeing those powerful leaders on stage and the kids so excited about democracy in the crowd gives me hope The GOP’s days are numbered ,“The GOP’s days are numbered” Now that’s reality That’s not fake news ,4
Quote,Student Marches,"In Indiana today at the march for our lives , a man felt the need to bring an AR15 A teenager showed him whats up ",This is 100 percent the same dude that brought his MAGAd out fake military truck to the protests after trumps election ,6
Quote,Student Marches,Hey people Stop using false dilemma arguments Suicidebullying prevention and gun control are mutually exclusive You can support both at the same time ,,1
Quote,Student Marches,Real news v Fake news Try to keep them straight Lies only make YOU look bad ,,3
Quote,Student Marches,"2 FBI hotline calls 18 ""911"" calls 38 home visits by cops 2 legal attempts at commitment 4 sheriffs that refused to enter the school under fire 1 ARMED school officer who failed to respond And somehow this is the NRA’s fault You can’t make this up ",We all can see this was a planned false flag because the globalists are panicking This has nothing to do with the NRA but they have to blame someone These kids especially David Hogg hopefully will see they are being used ,3
Reply,Student Marches,MarkSimoneNY Yeah BARRY the LIAR is finally INSPIRED TO DO SOMETHING about gun control 18 months AFTER he’s out of office AND it is clear that Obama’s BAD gun policies lead to the Las Vegas massacre and Parkland School shooting guns save lives nra POTUS ,,4
Reply,Student Marches,jayoung1892 Swallowed cnn fake news hook line and sinker santo rum comments taken out of context He said he was proud of the kids taking action but there MORE they can do and MORE that should be discussed other than gun control ,,1
Quote,Student Marches,There is a new Moral Majority in America And it isn’t white evangelicals the NRA or the supporters of Trump It is the majority of the country who believe in integrity in government compassion the rule of law and justice They are raising their voices daily Esp Today ,I object to this tweet The caps signify bullshit the notion is preposterous It is an assertion without evidence The phrase should have a spike driven through it ,1
Reply,Student Marches,An AR15 isnt a weapon of war No military will ever use an AR15 Stop spewing please ,KyleKashuv It actually is a weapon of war Don’t spew false information for the NRA ,1
Quote,Student Marches,John Kasich has announced that all politicians who ignore the antigun teenage protests should be voted out Retweet if you think John Kasich should be voted OUT ,vote JohnKasich OUT He’s a lying democrat . ohio elections 2 0 1 8 vote them out nra second amendment OUR RIGHT TO BEAR ARMS IS CONSTITUTIONAL Kasich must GO POTUS ,4
Quote,Student Marches,For any trump supporters that said that this is a fake picture of the inauguration I was there and this picture accurately describes it ,,4
Quote,Student Marches,Dont let the NRA fool you Many proud gun owners believe in gun reform — and they attended the march for our lives to let the nation know why ,If you are going to do a fake news piece at least get people to use the correct terminology and that don’t give off non verbal cues that they are lying NRA DLoesch ChrisLoesch DocThompsonShow PatUnleashed TheBlazeKeith realKrisCruz ,1
Reply,Student Marches,I love Killer MikeThats my brother He made some excellent points about Black gun ownership The problem is he is talking about it on the NRA platform amp the NRA could give LESS THAN A DAMN about protecting Black peoples 2nd Amendment rights Ask the family of Philando Castille ,tariqnasheed Bullshit The NRA armed and trained blacks against the KKK night riders Ingrate ,1
Quote,Student Marches,OOPS Here’s PROOF Organizers Paid Bodies To Participate In GunControl march for our lives Rally VIDEO via 100percFEDUP ,Getting real tired of this fake protesting crp Just give these folks and let them stay home and order pizzas or something Put the right back into the economy ,3
Quote,Student Marches,Great to meet David hogg111 who helped organize march for our lives . The beginning of our marathon ,This is a flat out lie ,1
Reply,Student Marches,Contrary to what the msm is pushing many American high schoolers do not blame school shootings on guns and dont argue the answer is tighter restrictions on everyones 2 a rights defend the second nra ,NRA FALSE ,1
Quote,Student Marches,Ya know it kinda makes me smile the kids use fake data hyperbole and liesand they have a national audience who ever did this is just leveling the playing field ,,6
Quote,Student Marches,Just figured Id leave this here davidhogg111 ,"""Gun control agenda"" Bullshit Theyre kids Theyre in it for the attention Nothing matters more at that age than fame and popularity Theyd have marched for dog poop popsicles if it got them fame and attention ",6
Quote,Student Marches,Funny how the Florida students won’t stop attacking the NRA but also show support for communist countries Number of people killed by communism 100 million in the 20th century Number of people killed by the NRA 0 They don’t care about saving lives They want control ,And they imagine that they will be among the elite in the new order Bullshit They would be A beheaded in a muslim caliphate B sent to gulags in a new Communist America The fools may appear useful now but they are still fools Later Scrap heap ,6
Reply,Student Marches,While I know the media is enjoying speculation amp salacious gossip Id like to remind people there’s a minor child who’s name should be kept out of news stories when at all possible ,StephGrisham45 Yeah but realDonaldTrump will bully threaten namecall cheat lie smear take from the NRA etc U people R pathetic hypocrites FU ,1
Reply,Student Marches,So much Fake News Never been more voluminous or more inaccurate But through it all our country is doing great ,realDonaldTrump Please clarify which parts of news are fake today NONE OF IT Thats all ,1
Quote,Student Marches,The real picture is the one with the Target The fake is the one with constitution shame on NRA ,,3
Quote,Student Marches,President Bone Spurs limps and lies again ,,3
Quote,Student Marches,A fake photo of emma go nz á l e z went viral on the far right where Parkland teens are villains ,Because of course the NRAs stooges are spreading lies Because they dont have legitimate or honorable arguments Because they are degenerates nra isa terrorist organization ,6
Quote,Student Marches,Trumps Innaguration vs march for our lives ,Fake news ,1
Reply,Student Marches,"""As part of our push to rebuild our American infrastructure we will fight to rebuild our BIE schools which suffer from a 634 million maintenance backlog for education facilities"" Interior SecretaryZinke infrastructure 2 0 1 8 public lands ",WashTimes Interior SecretaryZinke Its obvious your loyalties lie with the National Petroleum Council and the NRA Quite a shame for such a decorated military veteran to sell out the interests and values of USA for oil and gun money Sincerely USMC Vet whose integrity is not for sale ,1
Reply,Student Marches,NRA You mean paid crisis actors reading for an NRA photo op Seems fake ,,1
Quote,Student Marches,Big piece by mikespiesnyc NewYorker asserts that 1 Florida enacted nations first Stand Your Ground law in early 2000s and broadly hints that 2 law resulted in George Zimmermans 2013 acquittal Is that so 1 ,Walter Olson teaches how to debunk a popular lie in three twits ,4
Quote,Student Marches,David Hogg “This isn’t Republicans vs Democrats We need to talk with respect and listen to each other” Also Hogg “F the NRA F AR15 owners We are coming for you Republicans are the NRA’s bch” David Adolf Hogg is really dumb folks ,A lying tongue hateth those that are afflicted by it and a flattering mouth worketh ruin Proverbs 2628 ,3
Reply,Student Marches,Doing your own research rather than listening to most of the lies that the msm is pushing is the only real way to change the narrative Facts gt Feelings defend the second 2 a nra ,NRA This is a blatant lie Stop pushing propaganda The NRA enjoys killing children You wont stop their protests or silenxe their voices never again ,1
Quote,Student Marches,NEW Fox News Poll show strong support for stronger gun control ,WTF am I living in the upside down Am I fucking retweeting Fox I need to go lie down ,4
Quote,Student Marches,david hogg Fully exposed No Conspiracy Theory This is 100 Indisputable proof Retweet Now Spread Expose the Fra… ,DAVIDHOGG111 SHOULD BE CHARGED WITH LYING TO FBI AND FILING FALSE POLICE REPORT ARREST DAVID HOGG CNN IS LIABLE AS WELL march for our lives trending trending now march 4 o u r l i v e s march sadness march for our lives dc march for our lives nyc march for our lives boston ka g cnn msm ,3
Quote,Student Marches,This is a lie . n o . We didn’t stand together I see the “march” as an attack on our Republic on the Rights of the People I don’t stand and have never stood with you or these other tyrannyenablers liar . ,,1
Quote,Student Marches,BREAKING davidhogg111 changes his story says he was NOT at MSD High School when shots were fired So where did the infamous closet video come from march for our lives ,Lying little bastard just trying to get his 15 minutes ,3
Reply,Student Marches,timkmak MaureenManos Right and the NRA would never lie to cover their treasonous asses 😏 ,,6
Reply,Student Marches,,,1
Reply,Student Marches,Doing your own research rather than listening to most of the lies that the msm is pushing is the only real way to change the narrative Facts gt Feelings defend the second 2 a nra ,NRA What are these lies Can you give us some examples ,5
Reply,Student Marches,"“I thought Chris was joking I pictured him smiling while he was typing for a request of more security""HillaryClinton NEVER FORGET BENGHAZI Ambassador Chris Stevens Tyrone ""Rone"" Woods Glen Doherty Sean Smith ",SiddonsDan3 HillaryClinton KILLARY FKING LIARStevens REQUESTED more SECURITY many timesalways DENIEDLOCK HER UPNOW😠⚡️🛡️🇺🇸 ,6
Quote,Student Marches,ChrisCuomo mustve missed that NY Times article by retired SCOTUS Justice Stevens calling for the repeal of the Second Amendment Then again I cant blame him for not reading the NY Times Just like I cant blame someone for not watching CNN ,More fake news from CNNnewsroom ,4
Quote,Student Marches,dloesch just BLOCKED me because of my tweet saying she is as hazardous as TOXIC WASTE I still fully believe in that statement RETWEET if you agree with me boycott nra never again march for our lives enough is enough ,danaladouche run the NRA HOME PAGE show them their lies right down the pagerussian money laundry serviceNATIONAL RUSSIAN Assoc gtgtRUSSIAN PROPAGANDA BY CAMBRIDGE ANAL RUSSIAN TERORIST GROUP paid for enjoying you being investagated by congress now copy and paste this retweeted ,3
Reply,Student Marches,Genuinely curious how people are reacting to this to the individuals who oppose common sense gunlaws are you gonna call this fake news Ignore it maybe Help me out The NRA says the majority of people don’t agree with our movement What do they say to this ,cameronkasky LeeinIowa NRA lies You are on the right side of issues amp history There are folks out here that are on your side amp prove our support at the ballot box Stay true to yourself ,4
Reply,Student Marches,The shooting deaths of AfricanAmericans by police officers that have prompted nationwide racial tensions are local matters to be dealt with by local authorities White House press secretary Sarah Huckabee Sanders told reporters ,bulldoghill 4evrstardancer PressSec BS BS BS Fn BS you Racist lying excuse for a Pres Sec Its America’s National problem amp Trump made it much worse How much did the NRA pay your Daddy The paid Trump 30M with russian money laude ring fake christians # t r u m p r u s s i a ,1
Reply,Student Marches,Um gt Parkland Survivor Emma Gonzalez Admits to Bullying the Shooter She’s Not Even Sorry ,,1
Reply,Student Marches,📍More Fake News From CNN 📍Chris Clown Cuomo Says No One Calling for 2nd Amendment Repeal But They Are ,SurfPHX RealEagleWings cnn ChrisCuomo What is not Fake News is that Americans are calling for a Repeal of the ny safe act your corrupt soon to go to jail never will be President brother NYGovCuomo forced into law CuomoWatch NRA NRATV dbongino FoxNews DAFRUSA DLoesch realDonaldTrump ,6
Reply,Student Marches,“If somewhere along the way you were led to believe that the cost of security is your own freedom then you have been woefully misled by the adults surrounding you today” – DLoesch relentless nra tv ,NRATV DLoesch The NRA is misleading you Like most rights the Second Amendment right is not unlimited It is not a right to keep and carry any weapon whatsoever in any manner whatsoever and for whatever purpose ,1
Quote,Student Marches,Tell this lie to Philando Castile’s family and the kids that adored him at the school he worked at ,,1
Quote,Student Marches,Antigun lobbyists blame innocent lawabiding gun owners more than the actual murderer in Parkland or the Sheriff for his incompetence and culpability ,Thats a lie We blame you and your pimp NRA NRATV Guns kill people In our country by the nra terrorist organization and the white terrorists ,1
Reply,Student Marches,"Encouraged by the msm , the guncontrol lobby is no longer distancing themselves from the radical idea of repealing the 2 a and banning all firearms defend the second 2 a nra ",NRA The real source of fake news is RealDonaldTrump and the nra . . m y blog ,1
Reply,Student Marches,"CollinRugg CollinRugg You know how our dump president likes to play the ""fake news"" game Well youre doing the same exact thing by spreading false info So Ill say it on behalf of davidhogg111 Fuck realDonaldTrump Fuck the NRA And fuck you too Dont get ""triggered"" now ",,1
Reply,Student Marches,The thing is when TV and movie stars make their case for more gun control Americans are actually more likely to take a firmer stand for our right to keep and bear arms defend the second 2 a nra ,,1
Quote,Student Marches,Nope still wrong We don’t want to ban all guns ,,1
Reply,Student Marches,NRA Quit lying NRA We don’t want full repeal You keep instilling that fear to rile up your members ,,1
Reply,Student Marches,Oh my gosh CNN thinks that President Trump doesnt stand a chance in 2020 Im so concerned considering the accuracy of their past predictions Should Conservatives just give up now 🙄 CNN poll Most Americans think Trump will lose in 2020 ,StevePippin Omg Don’t listen to Fake News Our Rep base is huge Lots of Dems are NRA and they are going to vote Rep bc of our 2nd Amendment CNN wanting us to give up and not go vote Don’t be fooled by their propaganda ,6
Reply,Student Marches,NRA fake news we want gun reform not taking away all your guns There’s a difference ,,1
Reply,Student Marches,NRA that’s a lie not looking for a full repeal that’s your conspiracy theorist bs ,,1
Reply,Student Marches,NRA Liar liar pants on fire Repeatedly said common sense reforms NOT ONE speaker called for repeal of 2A Come on now Stop Your fear is showing ,,1
Reply,Student Marches,NRA Nope Lying again 🙄 ,,1
Quote,Student Marches,Second Amendment was created by southern US senators to repel slave uprisings Larry King ,But thats wrong ,1
Quote,Student Marches,I had the opportunity to sit down and talk with marklevinshow for his show on FoxNews which aired last night We had a great conversation about the omnibus spending bill gun control the constitution and many other relevant topics ,Ever notice how Republicans always show up on Fox News They know they can lie about everything and get away with it ,1
Quote,Student Marches,"Hopefully the Laura Ingraham blowup will teach conservatives You are not ""debating"" gun control when you insult survivors of a mass slaughter for advocating laws you dont agree with You are just being infantile bullies Wanna debate POLICY Great Wanna insult kids Shut up ","It amazes me how many people try justifying the bullying and the lies by saying ""these kids deserve it they stepped up to the podium"" NO Argue against the message not the person delivering it stop bullying ",6
Reply,Student Marches,NRA Disgusting how you spread absolute lies to scare your members Tactics straight out of Hitler’s Nazi party Fuck the NRA ,,1
Reply,Student Marches,NRA No ban of guns Fear mongers Fake news ,,1
Reply,Student Marches,NRA Nice bullshit domestic terrorist propaganda video there kiddos Production value and hyperbolic bullshit almost on par with ISIS You are on notice you can either work with the vast majority of Americans on common sense gun reform OR repeal of 2 n d a is on the table Choose ,,1
Reply,Student Marches,,,1
Quote,Student Marches,NRA I always think when you resort to lying it means you have a fairly weak position ,,1
Reply,Student Marches,THE SECOND AMENDMENT WILL NEVER BE REPEALED As much as Democrats would like to see this happen and despite the words yesterday of former Supreme Court Justice Stevens NO WAY We need more Republicans in 2018 and must ALWAYS hold the Supreme Court ,realDonaldTrump Stop your lies Dems do not want to take away second amendment rights ,1
Reply,Student Marches,NRA Blatant lie and you know it ,,1
Reply,Student Marches,I hope everyone sees the egregious double standard with Eichenwald and Ingraham ,DLoesch DLoesch will say any vile disgusting and false horseshit as long as NRA death merchants dangles BLOOD MONEY in front of her kurteichenwald fact checks and reports The double standard exists in the fact that corporate OWNED media credits any credibility to Loesch at all ,1
Reply,Student Marches,NRA WTF is wrong with you people Lies and fear mongering instead of coming to the table to make a common sense compromise Afraid youre going to lose your money making machinewhile more people are killed For Shame NRA ,,1
Reply,Student Marches,I didn’t get to ask DLoesch if the NRA pays her in ,shannonrwatts DLoesch NRA Dont forget the country has seen you run away from Dana Literally You were a liar then and you still are ,1
Quote,Student Marches,If you let them take your second amendment rights they will soon take your first ,Theyre going after both One can not exist without the other ,3
Quote,Student Marches,People like ted nugent . . . t h a t ' s whats wrong with them RT and add another name from the far right that is WRONG with these people ,,6
Reply,Student Marches,A member from the NRA board who did music before I guess said that the kids in my hometown do not have souls Let that sink in Happy Passover and Easter everyone ,"MattxRed Why are you LYING by claiming Ted Nugent said that kids in your ""hometown"" have no soul He said so about Parkland school shooting survivors OBVIOUSLY meaning those that are HOGGING all the media time they can and insulting everyone and calling NRA members ""child murderers"" ",1
Reply,Student Marches,In case anyone forgets who Laura Ingraham truly is she used the Nazi salute during the RNC Attacking an exemplary student who is a survivor of a tragic mass shooting is just another reflection of the person she truly is ,maramcewin davidhogg111 You people are idiots and just as bad as the so called fake news You take a video and snap a pic to look like a nazi salute Pathetic The conservative boycott of the spineless companies will do far more damage than your pressure FYI the NRA thanks you ,1
Reply,Student Marches,God change the hearts of America Sad that PP would tweet this Their goal is to deceive children into believing the lives of innocent babies have no value If we want a culture that supports life we must start with the unborn Let kids be kids Stop forcing adult situations ,polishprincessh WTF There is no no nice way to put it These stupid shots become more retarded every day Is someone constantly kicking these bitchs in the head ,6
Quote,Student Marches,Ted Nugent the man who wanted to assassinate Obama and hang Hillary said the teenagers from Parklandwho want gun control so they don’t have to go through another mass shooting have no soul What is wrong with the right ,One of millions of examples of whats wrong with the right wing Screw these people Not sure when it became normal in this country for adults to regularly impugn teenage kids particularly kids whove been traumatized fuck the gop fuck the nra ,4
Reply,Student Marches,Ted Nugent said that David Hogg and the rest of the Hitler Youth gang have no souls Well when you stand on the graves of 17 of your dead classmates to gain popularity and push to rip up the constitution it sure sounds like you have no soul ,brandongroeny BSgain popularity Rip up the constitution What alternate reality are you living ,1
Reply,Student Marches,Shame on the adult scammers manipulating ignorant children for their counterproductive dangerous politics ,TedNugent Such hypocrisy with every word you pathetic draftdodger prejudiced liar and disgusting rapist The NRA is knowingly complicit in every gun crime in America and so are you as long as your moldy ass clings to a seat on their board parkland strong ,1
Reply,Student Marches,College sports bring in millions of dollars — though ticket sales merchandise and more — for schools and the NCAA Players never see a cent The debate over paying college athletes explained ,voxdotcom Which is WRONG ,6
Reply,Student Marches,,,1
Reply,Student Marches,It may not be a majority yet but 39 percent of Democrats support a repeal of the Second Amendment defend the second 2 a nra ,NRA apneabreath And the democrats lie about this every day oh some don’t want to I know but they are going to become the minority someday ,3
Reply,Student Marches,Lets stop judging police officers by brief social media videos to poli on poli ,jamesbwarren jamesbwarren you are wrong on this one Those “11 second videos” are sometimes all we have to hold those who do wrong accountable For example for cill o would’ve walked if not for that cell phone video guaranteed If you get cops carrying body worn cams the problem is solved ,1
Reply,Student Marches,Keir Starmer ‘We cannot allow Labour to break apart over Brexit’ ,guardian Everything thats wrong about the party system Parties are ephemeral when their members no longer have the same purpose they break up naturally Starmer needs to put country before party ,1
Reply,Student Marches,Smug companies pulled advertising from Laura Ingraham’s show No longer care about your Nutrish 8002148369 Trip Advisor 7818005000 Wayfair 8662638325 Hulu 8882656650 Nestle 8002252270 Expedia 8003194834 JoS A Bank 8009997742 Johnson amp Johnson 8005263967 ,rlittlefinger celesteka Smug Courageous move to stop supporting NAZIlike lying opportunist trying to bully kids into backing down from their highly admirable commitment to rational gun control legislation in the face of the 2 of Americans associated with the NRA amp gun manufacturers ,1
Reply,Student Marches,RelUnrelated amazon bing If youre not installing Play Store on them youre doing it wrong as it is ,,6
Reply,Student Marches,I believe this 7 hours of revision can be achieved with balance Heres my take 7am Exercise 8am Breakfast 9 10 Session 1 11 12 Session 2 12 1 LUNCH 12 Session 3 23 Session 4 35PLAY 😜 5 6 Session 5 67 Dinner 78 Session 6 89 Session 7 910 Chill 10 Bed ,Actionjackson barnabylenon guardian BBCNews So you are suggesting revision sessions of 2hrs as there are no scheduled breaks between each hourly session I dont think its possible to stay focused for 2hrs ,2
Reply,Student Marches,And the David Shulkin media tour continues — he’s on CNN this morning in the 7 o’clock hour The former VA secretary says he was fired The White House maintains he resigned ,kaitlancollins TrickFreee Thats really stupid for the WH to lie about that If he resigned they need to show the letter Pics or it didnt happen And it better be SIGNED ,6
Reply,Student Marches,Poll 77 Percent Believe Traditional Media Guilty of Fake News Breitbart ,petefrt instapundit LIES You people are pathetic ,1
Reply,Student Marches,NEW Vanity Fair Now according to four sources close to the White House Trump is discussing ways to escalate his Twitter attacks on Amazon to further damage the company gabrielsherman ,EvanRosenfeld gabrielsherman Correct me if Im wrong but this seems like an impeachable offense trying to ruin an American company in which many Americans including retirees have invested This is directly against the interests of the American people ,6
Reply,Student Marches,breaking : First Person In Mueller Investigation Receives Prison Sentence tuesday thoughts ,KamVTV iamjasonbailey For lying Not for collusion And after all this time spent investigating this is it Yea can you say Anticlimactic ,5
Quote,Student Marches,"""Someone sees this as being a hoax We do not see it as being a hoax That is a premeditated action and its goal is to create terror"" punish a muslim day ",There is no place for hate crimes or terror by anyone against anyone love a muslim love a muslim day love a muslim love a muslim day love a muslim love a muslim day ,1
Reply,Student Marches,Today we saw the first sentence handed down in connection with the Mueller probe ,hardball Not long enough Its a slap on the wrist for lying to FBI investigators ,6
Reply,Student Marches,"""It does show you cannot lie that they know a lot more in the prosecutors office than you think they do dont think you can outsmart them you can end up in jail"" JillWineBanks on Alex Van Der Zwaan lying to Mueller probe ",hardball MSNBC JillWineBanks Mueller is clever and knows it s easy to get a lie because he s interrogating people who operate on the fringe But all could lead nowhere Problem is he can’t require Putin to appear And only Putin knows if he contacted Trump with threat of blackmail If ,6
Reply,Student Marches,guypbenson Fake Easter bunny is a loser I still have the best hair You wouldnt believe my hair ,,6
Reply,Student Marches,The big losers on Tuesday night the Cardinals walkoff homer by Ryan Braun Celtics fall to Bucks and GovWalker ,DanielBice GovWalker And you reporting fake news ,2
Reply,Student Marches,Ahead of President Trumps joint press conference with the leaders of Estonia Latvia and Lithuania today your friendly reminder that he has only held one solo press conference in his one year two months and 14 days in office It has been 411 days since that press conference ,kaitlancollins When you have something to hide you avoid solo press conferences Hide behind phony rallies ,6
Reply,Student Marches,Trump not considered criminal target in Muellers Russia inquiry – reports ,guardian This is extremely misleading The sitting President of the United States YMMV is the subject of a criminal investigation into whether or not he amp his campaign conspired with Russia to defraud America of a free amp fair election And Mueller has already found evidence they did ,1
Reply,Student Marches,GovWalker That is nothing but a big lie You are a con artist and you will be voted out ,,1
Reply,Student Marches,Unconstitutional actions taken by rosenstein could ultimately lead to dismissal of charges against paul mana fort because it is outside of the scope of Muellers authority as RR only has authority over sessions recusal around RussiaCampaign time period ,annvandersteel narsa2556 Fake news ,1
Reply,Student Marches,You know how many Black grandmothers who vote in every election have pictures of Barack Obama in their home And Bernie Sanders calls him and all Democrats in the past 15 years complete failures and desperately needs their vote in 2020 🤔🤔🤔 ,marcushjohnson 👇the 2017 Distressed Communities Index map Now tell me where Bernie is wrong about the policies of both parties are failing the country Ill be waiting ,2
Reply,Student Marches,Donald Trump Caravan of illegal immigrants broken up thanks to US immigration law ,WashTimes instapundit He clearly said it was thanks to MEXICAN immigration lawsWhy are you running a lying headline ,1
Reply,Student Marches,Its been 3 12 weeks since Marielle Franco was assassinated No arrests have been made The Commanding General of the military occupation of Rio de Janeiro claims significant progress is being made toward finding who ordered this Well see if thats true ,ggreenwald Rio de Janeiro isn’t under military occupation it’s a lie a fake news Public safety is under federal government command and control with an Army general in charge and it doesn’t mean Rio is under military occupation Fake news ,1
